"vote_count","id","video","vote_average","title","popularity","poster_path","original_language","original_title","genre_ids","backdrop_path","adult","overview","release_date"
1336,337170,FALSE,6.6,"American Made",16.374196,"/bABHpgjJqYDbiOTRzWP9wGPjsrm.jpg","en","American Made","28, 35, 80, 36, 18","/jcKzxRGYiXuS7ctTHLdw9wH8d7V.jpg",FALSE,"The true story of pilot Barry Seal, who transported contraband for the CIA and the Medellin cartel in the 1980s.","2017-08-17"
2310,855,FALSE,7.2,"Black Hawk Down",16.370229,"/yUzQ4r3q1Dy0bUAkMvUIwf0rPpR.jpg","en","Black Hawk Down","28, 36, 10752","/7u2p0VxnhVMHzfSnxiwz5iD3EP7.jpg",FALSE,"When U.S. Rangers and an elite Delta Force team attempt to kidnap two underlings of a Somali warlord, their Black Hawk helicopters are shot down, and the Americans suffer heavy casualties, facing intense fighting from the militia on the ground.","2001-12-28"
740,521,FALSE,7.9,"Dial M for Murder",16.368758,"/xrpK1PyckNWmRxU4kZURfaCyboS.jpg","en","Dial M for Murder","80, 9648, 53, 18","/kmSrCmhF3mB15woqQ7z3Y4UGRwr.jpg",FALSE,"An ex-tennis pro carries out a plot to have his wife murdered after discovering she is having an affair, and assumes she will soon leave him for the other man anyway. When things go wrong, he improvises a new plan - to frame her for murder instead.","1954-05-29"
4729,62211,FALSE,7,"Monsters University",16.361448,"/a05xQU9huY3P5uurLcGGHmsf2Vh.jpg","en","Monsters University","16, 10751","/5mDCKKS7M8aUZKdShnCa7lLbzmH.jpg",FALSE,"A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.","2013-06-20"
2033,71552,FALSE,6.1,"American Reunion",16.360012,"/yfOZaUh08d1YtLCtgvfRRAssrR7.jpg","en","American Reunion","35","/1o7zeskzyKI7VkoPpusMLd6dLgO.jpg",FALSE,"The characters we met a little more than a decade ago are returning to East Great Falls for their high-school reunion. In one long-overdue weekend, they will discover what has changed, who hasn’t and that time and distance can’t break the bonds of friendship. It was summer 1999 when four small-town Michigan boys began a quest to lose their virginity. In the years that have passed, Jim and Michelle married while Kevin and Vicky said goodbye. Oz and Heather grew apart, but Finch still longs for Stifler’s mom. Now these lifelong friends have come home as adults to reminisce about – and get inspired by – the hormonal teens who launched a comedy legend.","2012-04-04"
587,460793,FALSE,5.9,"Olaf's Frozen Adventure",16.357496,"/As8WTtxXs9e3cBit3ztTf7zoRmm.jpg","en","Olaf's Frozen Adventure","12, 16, 35, 10751, 14, 10402","/9K4QqQZg4TVXcxBGDiVY4Aey3Rn.jpg",FALSE,"Olaf is on a mission to harness the best holiday traditions for Anna, Elsa, and Kristoff.","2017-10-27"
13,363088,FALSE,0,"Ant-Man and the Wasp",16.328959,"/rv1AWImgx386ULjcf62VYaW8zSt.jpg","en","Ant-Man and the Wasp","28, 12, 14, 35, 878","/qw0v2yLkH96pjpsltSFGycILYgp.jpg",FALSE,"As Scott Lang balances being both a superhero and a father, Hope van Dyne and Dr. Hank Pym present an urgent new mission that finds the Ant-Man fighting alongside the Wasp to uncover secrets from their past.","2018-07-04"
3992,111,FALSE,8,"Scarface",16.326768,"/zr2p353wrd6j3wjLgDT4TcaestB.jpg","en","Scarface","28, 80, 18, 53","/51fjuzYoJKvGW43j32nBpWW6Tm1.jpg",FALSE,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.","1983-12-08"
4285,146233,FALSE,7.9,"Prisoners",16.32527,"/yAhqW57pwMAsCgmZpM5zSIVQVTh.jpg","en","Prisoners","18, 53, 80","/cLGKawjQ5tUJCuDyR0OnGYT4fyf.jpg",FALSE,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts. But just how far will this desperate father go to protect his family?","2013-09-18"
571,394117,FALSE,7.4,"The Florida Project",16.322014,"/bnSTP1PY2fDyat0eUa4QouuGV7F.jpg","en","The Florida Project","18","/jCyqqE6La5DIZggENx64UtvAhHI.jpg",FALSE,"The story of a precocious six year-old and her ragtag group of friends whose summer break is filled with childhood wonder, possibility and a sense of adventure while the adults around them struggle with hard times.","2017-10-06"
1413,271718,FALSE,5.8,"Trainwreck",16.303397,"/2USk7mhiCXRkU9NzttXCzOjg2iV.jpg","en","Trainwreck","35, 10749","/aeUT193K0ZxrVwK3zfL2EjoyQWG.jpg",FALSE,"Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy.","2015-07-17"
801,268920,FALSE,5.4,"Hot Pursuit",16.272193,"/rQSebx3Ie1TL12TbHwFoVqRMU5r.jpg","en","Hot Pursuit","28, 35, 80","/5YeCBUaIM041jN88w1QzNzPNyZp.jpg",FALSE,"An uptight by-the-book cop must protect the widow of a drug boss from crooked cops and gunmen.","2015-05-08"
3042,68735,FALSE,6.3,"Warcraft",16.266073,"/ckrTPz6FZ35L5ybjqvkLWzzSLO7.jpg","en","Warcraft","28, 12, 14, 16","/5SX2rgKXZ7NVmAJR5z5LprqSXKa.jpg",FALSE,"The peaceful realm of Azeroth stands on the brink of war as its civilization faces a fearsome race of invaders: orc warriors fleeing their dying home to colonize another. As a portal opens to connect the two worlds, one army faces destruction and the other faces extinction. From opposing sides, two heroes are set on a collision course that will decide the fate of their family, their people, and their home.","2016-05-25"
3181,47933,FALSE,5,"Independence Day: Resurgence",16.258478,"/5CHJs479xWnm3zMDOl94VkKS7MZ.jpg","en","Independence Day: Resurgence","28, 12, 878","/8SqBiesvo1rh9P1hbJTmnVum6jv.jpg",FALSE,"We always knew they were coming back. Using recovered alien technology, the nations of Earth have collaborated on an immense defense program to protect the planet. But nothing can prepare us for the aliens’ advanced and unprecedented force. Only the ingenuity of a few brave men and women can bring our world back from the brink of extinction.","2016-06-22"
1081,8619,FALSE,7,"Master and Commander: The Far Side of the World",16.257955,"/s1cVTQEZYn4nSjZLnFbzLP0j8y2.jpg","en","Master and Commander: The Far Side of the World","12, 18","/68sGkVSVxuFw7J9H6sk4GZfYZ1q.jpg",FALSE,"After an abrupt and violent encounter with a French warship inflicts severe damage upon his ship, a captain of the British Royal Navy begins a chase over two oceans to capture or destroy the enemy, though he must weigh his commitment to duty and ferocious pursuit of glory against the safety of his devoted crew, including the ship's thoughtful surgeon, his best friend.","2003-11-14"
1085,4258,FALSE,4.6,"Scary Movie 5",16.247887,"/zYptQLRnePlv5rYg2kYOCZ3C31Q.jpg","en","Scary Movie 5","35","/jNoW4xqUljVyVQ1yrrhv9TGOWlM.jpg",FALSE,"Home with their newly-formed family, happy parents Dan and Jody are haunted by sinister, paranormal activities. Determined to expel the insidious force, they install security cameras and discover their family is being stalked by an evil dead demon.","2013-04-11"
1321,37136,FALSE,7.1,"The Naked Gun: From the Files of Police Squad!",16.233002,"/gajZQkZjVXPuLJUMoEk1eVeZz61.jpg","en","The Naked Gun: From the Files of Police Squad!","35, 80","/vBvfE7oUpJggU1Cf4UXgeeXocsg.jpg",FALSE,"When the incompetent Officer Frank Drebin seeks the ruthless killer of his partner, he stumbles upon an attempt to assassinate Queen Elizabeth.","1988-12-02"
3321,76492,FALSE,6.8,"Hotel Transylvania",16.224944,"/9qugesYpAWHUpdrw2w8URSGkAPt.jpg","en","Hotel Transylvania","16, 35, 10751, 14","/pQPRp30zd0BSaefterJnLmh4Rs9.jpg",FALSE,"Welcome to Hotel Transylvania, Dracula's lavish five-stake resort, where monsters and their families can live it up and no humans are allowed. One special weekend, Dracula has invited all his best friends to celebrate his beloved daughter Mavis's 118th birthday. For Dracula catering to all of these legendary monsters is no problem but the party really starts when one ordinary guy stumbles into the hotel and changes everything!","2012-09-20"
1196,714,FALSE,6.1,"Tomorrow Never Dies",16.22375,"/k3eI9q7ISgpDEu2CMwR2s6inJVp.jpg","en","Tomorrow Never Dies","12, 28, 53","/lHZ5H1jd4zVJYr1wfLKBdXYtZ17.jpg",FALSE,"A deranged media mogul is staging international incidents to pit the world's superpowers against each other. Now 007 must take on this evil mastermind in an adrenaline-charged battle to end his reign of terror and prevent global pandemonium.","1997-12-11"
126,112160,FALSE,4.2,"Sexual Chronicles of a French Family",16.215141,"/pU2nD3Llaz3Taq5FAaQUg00uJYD.jpg","fr","Chroniques sexuelles d'une famille d'aujourd'hui","35, 18","/dhsYvPtiBoNfxXqIsBKqV7cTQwm.jpg",FALSE,"Three generations of a French family open up about their sexual experiences and desires after young Romain is caught masturbating in his biology class.","2012-05-09"
769,265208,FALSE,5.4,"Wild Card",16.199154,"/s5qUhHvFAZZ7Q4r5Dn3GdsfaPKI.jpg","en","Wild Card","53, 80, 18","/3iQjHDKkZhpFUTvpZ2sarwNBZWI.jpg",FALSE,"When a Las Vegas bodyguard with lethal skills and a gambling problem gets in trouble with the mob, he has one last play… and it's all or nothing.","2015-01-14"
4657,266856,FALSE,7.9,"The Theory of Everything",16.191609,"/4jspr8hLLuju59bCnMiefzRW4p0.jpg","en","The Theory of Everything","18, 10749","/geAe08WmchATnZF461WffQBqJk1.jpg",FALSE,"The Theory of Everything is the extraordinary story of one of the world’s greatest living minds, the renowned astrophysicist Stephen Hawking, who falls deeply in love with fellow Cambridge student Jane Wilde.","2014-11-26"
710,667,FALSE,6.5,"You Only Live Twice",16.182189,"/7dnsJZniZK1Hbc9mOFDYa5W0dHi.jpg","en","You Only Live Twice","28, 53, 12","/jahBdYTAGMJaEove9l9hzYpDKJD.jpg",FALSE,"A mysterious space craft kidnaps a Russian and American space capsule and brings the world on the verge of another World War. James Bond investigates the case in Japan and meets with his archenemy Blofeld. The fifth film from the legendary James Bond series starring Sean Connery as the British super agent.","1967-06-12"
40,370567,FALSE,5.3,"Sherlock Gnomes",16.163067,"/xHdf2wRgCSp9MrZRryikiZIH6jB.jpg","en","Sherlock Gnomes","10749, 16, 35, 10751, 14, 9648","/dmbD8FDr6DDdinGEs14HC2FmY2w.jpg",FALSE,"Garden gnomes, Gnomeo & Juliet, recruit renown detective, Sherlock Gnomes, to investigate the mysterious disappearance of other garden ornaments.","2018-03-15"
3044,53182,FALSE,6,"300: Rise of an Empire",16.162706,"/gWQf5j3ZqEfOdW2rIZnkuOOva78.jpg","en","300: Rise of an Empire","28, 10752, 18","/3C4o2ozlFAfCgx5T0mC1XKHoeUM.jpg",FALSE,"Based on Frank Miller's latest graphic novel Xerxes and told in the breathtaking visual style of the blockbuster ""300,"" this new chapter of the epic saga takes the action to a fresh battlefield--on the sea--as Greek general Themistokles attempts to unite all of Greece by leading the charge that will change the course of the war. ""300: Rise of an Empire"" pits Themistokles against the massive invading Persian forces led by mortal-turned-god Xerxes and Artemesia, the vengeful commander of the Persian navy.","2014-03-05"
964,11130,FALSE,6.1,"The Princess Diaries 2: Royal Engagement",16.161747,"/n98DlNl0DIDAn6tYYqt51bSy5KV.jpg","en","The Princess Diaries 2: Royal Engagement","35, 18, 10751, 10749","/yBQ17Vm3k8UFayT2FNhypisXFPG.jpg",FALSE,"Mia Thermopolis is now a college graduate and on her way to Genovia to take up her duties as princess. Her best friend Lilly also joins her for the summer. Mia continues her 'princess lessons'- riding horses side-saddle, archery, and other royal. But her complicated life is turned upside down once again when she not only learns that she is to take the crown as queen earlier than expected...","2004-08-06"
693,253,FALSE,6.4,"Live and Let Die",16.125929,"/p34OScaro2KdISrT4EMfeh1aS0E.jpg","en","Live and Let Die","12, 28, 53","/1N4CeQyy3kh1pqmTGvMU090sCvh.jpg",FALSE,"James Bond must investigate a mysterious murder case of a British agent in New Orleans. Soon he finds himself up against a gangster boss named Mr. Big.","1973-07-05"
713,181283,FALSE,6.1,"Child 44",16.123083,"/nzXwfnBcsmREzHlem6fkStN1RUH.jpg","en","Child 44","80, 53","/A2WK7mdiKHaxgE4hRyKuDIM4KGg.jpg",FALSE,"Set in Stalin-era Soviet Union, a disgraced MGB agent is dispatched to investigate a series of child murders -- a case that begins to connect with the very top of party leadership.","2015-03-15"
1053,2652,FALSE,6.8,"Hard Candy",16.115159,"/1xInhmQVOOVS7xFT5DthpIwUTDI.jpg","en","Hard Candy","18, 53","/gmloukaVpA9dyOVAXAQqpmjFxDA.jpg",FALSE,"A mature 14-year old girl meets a charming 32-year old photographer on the Internet. Suspecting that he is a pedophile, she goes to his home in an attempt to expose him.","2005-01-14"
2804,275,FALSE,7.8,"Fargo",16.113366,"/pyEkyYgtyjOX1R9EYyUcgbK1sTn.jpg","en","Fargo","80, 18, 53","/ilwKrRotFbkC5UPhJJNqeTZMyoP.jpg",FALSE,"Jerry, a small-town Minnesota car salesman is bursting at the seams with debt... but he's got a plan. He's going to hire two thugs to kidnap his wife in a scheme to collect a hefty ransom from his wealthy father-in-law. It's going to be a snap and nobody's going to get hurt... until people start dying. Enter Police Chief Marge, a coffee-drinking, parka-wearing - and extremely pregnant - investigator who'll stop at nothing to get her man. And if you think her small-time investigative skills will give the crooks a run for their ransom... you betcha!","1996-03-08"
3482,318846,FALSE,7.3,"The Big Short",16.110906,"/p11Ftd4VposrAzthkhF53ifYZRl.jpg","en","The Big Short","35, 18","/jmlMLYEsYY1kRc5qHIyTdxCeVmZ.jpg",FALSE,"The men who made millions from a global economic meltdown.","2015-12-11"
406,75258,FALSE,6.7,"Secret of the Wings",16.106353,"/4oBoAsIGEw9z4R5XqhtuVmpznGk.jpg","en","Secret of the Wings","16, 10751, 14, 12","/wMpL6qA67gTupcwXV8w6VIJzLxa.jpg",FALSE,"Tinkerbell wanders into the forbidden Winter woods and meets Periwinkle. Together they learn the secret of their wings and try to unite the warm fairies and the winter fairies to help Pixie Hollow.","2012-08-17"
2264,343611,FALSE,5.4,"Jack Reacher: Never Go Back",16.089639,"/IfB9hy4JH1eH6HEfIgIGORXi5h.jpg","en","Jack Reacher: Never Go Back","28","/nDS8rddEK74HfAwCC5CoT6Cwzlt.jpg",FALSE,"Jack Reacher must uncover the truth behind a major government conspiracy in order to clear his name. On the run as a fugitive from the law, Reacher uncovers a potential secret from his past that could change his life forever.","2016-10-19"
5889,752,FALSE,7.8,"V for Vendetta",16.087036,"/8rI9pNiTmugkEbI249evLygl9TC.jpg","en","V for Vendetta","28, 53, 14","/gcxpeba5CtUA8Jkwio8sNZyimEC.jpg",FALSE,"In a world in which Great Britain has become a fascist state, a masked vigilante known only as 'V' conducts guerrilla warfare against the oppressive British government. When 'V' rescues a young woman from the secret police, he finds in her an ally with whom he can continue his fight to free the people of Britain.","2006-03-15"
